,Pair,Steps,GCD
3458,"[35, 59]",5,1
3459,"[35, 60]",4,5
3460,"[35, 61]",5,1
3461,"[35, 62]",6,1
3462,"[35, 63]",3,7
3463,"[35, 64]",5,1
3464,"[35, 65]",3,5
3465,"[35, 66]",5,1
3466,"[35, 67]",5,1
3467,"[35, 68]",4,1
3468,"[35, 69]",3,1
3469,"[35, 70]",1,35
3470,"[35, 71]",2,1
3471,"[35, 72]",3,1
3472,"[35, 73]",4,1
3473,"[35, 74]",4,1
3474,"[35, 75]",2,5
3475,"[35, 76]",4,1
3476,"[35, 77]",2,7
3477,"[35, 78]",5,1
3478,"[35, 79]",4,1
3479,"[35, 80]",3,5
3480,"[35, 81]",4,1
3481,"[35, 82]",4,1
3482,"[35, 83]",5,1
3483,"[35, 84]",3,7
3484,"[35, 85]",3,5
3485,"[35, 86]",4,1
3486,"[35, 87]",3,1
3487,"[35, 88]",4,1
3488,"[35, 89]",5,1
3489,"[35, 90]",4,5
3490,"[35, 91]",4,7
3491,"[35, 92]",6,1
3492,"[35, 93]",5,1
3493,"[35, 94]",5,1
3494,"[35, 95]",4,5
3495,"[35, 96]",5,1
3496,"[35, 97]",6,1
3497,"[35, 98]",3,7
3498,"[35, 99]",5,1
3499,"[35, 100]",3,5
3500,"[36, 1]",1,1
3501,"[36, 2]",1,2
3502,"[36, 3]",1,3
3503,"[36, 4]",1,4
3504,"[36, 5]",2,1
3505,"[36, 6]",1,6
3506,"[36, 7]",2,1
3507,"[36, 8]",2,4
3508,"[36, 9]",1,9
3509,"[36, 10]",4,2
3510,"[36, 11]",4,1
3511,"[36, 12]",1,12
3512,"[36, 13]",4,1
3513,"[36, 14]",4,2
3514,"[36, 15]",3,3
3515,"[36, 16]",2,4
3516,"[36, 17]",3,1
3517,"[36, 18]",1,18
3518,"[36, 19]",4,1
3519,"[36, 20]",3,4
3520,"[36, 21]",4,3
3521,"[36, 22]",5,2
3522,"[36, 23]",5,1
3523,"[36, 24]",2,12
3524,"[36, 25]",5,1
3525,"[36, 26]",5,2
3526,"[36, 27]",2,9
3527,"[36, 28]",3,4
3528,"[36, 29]",3,1
3529,"[36, 30]",2,6
3530,"[36, 31]",3,1
3531,"[36, 32]",2,4
3532,"[36, 33]",2,3
3533,"[36, 34]",2,2
3534,"[36, 35]",2,1
3535,"[36, 36]",1,36
3536,"[36, 37]",2,1
3537,"[36, 38]",2,2
3538,"[36, 39]",2,3
3539,"[36, 40]",2,4
3540,"[36, 41]",3,1
3541,"[36, 42]",2,6
3542,"[36, 43]",3,1
3543,"[36, 44]",3,4
3544,"[36, 45]",2,9
3545,"[36, 46]",5,2
3546,"[36, 47]",5,1
3547,"[36, 48]",2,12
3548,"[36, 49]",5,1
3549,"[36, 50]",5,2
3550,"[36, 51]",4,3
3551,"[36, 52]",3,4
3552,"[36, 53]",4,1
3553,"[36, 54]",2,18
3554,"[36, 55]",5,1
3555,"[36, 56]",4,4
3556,"[36, 57]",5,3
3557,"[36, 58]",6,2
3558,"[36, 59]",6,1
3559,"[36, 60]",3,12
3560,"[36, 61]",6,1
3561,"[36, 62]",6,2
3562,"[36, 63]",3,9
3563,"[36, 64]",4,4
3564,"[36, 65]",4,1
3565,"[36, 66]",3,6
3566,"[36, 67]",4,1
3567,"[36, 68]",3,4
3568,"[36, 69]",3,3
3569,"[36, 70]",3,2
3570,"[36, 71]",3,1
3571,"[36, 72]",1,36
3572,"[36, 73]",2,1
3573,"[36, 74]",2,2
3574,"[36, 75]",2,3
3575,"[36, 76]",2,4
3576,"[36, 77]",3,1
3577,"[36, 78]",2,6
3578,"[36, 79]",3,1
3579,"[36, 80]",3,4
3580,"[36, 81]",2,9
3581,"[36, 82]",5,2
3582,"[36, 83]",5,1
3583,"[36, 84]",2,12
3584,"[36, 85]",5,1
3585,"[36, 86]",5,2
3586,"[36, 87]",4,3
3587,"[36, 88]",3,4
3588,"[36, 89]",4,1
3589,"[36, 90]",2,18
3590,"[36, 91]",5,1
3591,"[36, 92]",4,4
3592,"[36, 93]",5,3
3593,"[36, 94]",6,2
3594,"[36, 95]",6,1
3595,"[36, 96]",3,12
3596,"[36, 97]",6,1
3597,"[36, 98]",6,2
3598,"[36, 99]",3,9
3599,"[36, 100]",4,4
3600,"[37, 1]",1,1
3601,"[37, 2]",2,1
3602,"[37, 3]",2,1
3603,"[37, 4]",2,1
3604,"[37, 5]",3,1
3605,"[37, 6]",2,1
3606,"[37, 7]",3,1
3607,"[37, 8]",5,1
3608,"[37, 9]",2,1
3609,"[37, 10]",4,1
3610,"[37, 11]",4,1
3611,"[37, 12]",2,1
3612,"[37, 13]",4,1
3613,"[37, 14]",5,1
3614,"[37, 15]",3,1
3615,"[37, 16]",3,1
3616,"[37, 17]",4,1
3617,"[37, 18]",2,1
3618,"[37, 19]",3,1
3619,"[37, 20]",5,1
3620,"[37, 21]",4,1
3621,"[37, 22]",4,1
3622,"[37, 23]",6,1
3623,"[37, 24]",5,1
3624,"[37, 25]",3,1
3625,"[37, 26]",5,1
3626,"[37, 27]",5,1
3627,"[37, 28]",3,1
3628,"[37, 29]",6,1
3629,"[37, 30]",4,1
3630,"[37, 31]",3,1
3631,"[37, 32]",4,1
3632,"[37, 33]",3,1
3633,"[37, 34]",3,1
3634,"[37, 35]",3,1
3635,"[37, 36]",2,1
3636,"[37, 37]",1,37
3637,"[37, 38]",2,1
3638,"[37, 39]",3,1
3639,"[37, 40]",3,1
3640,"[37, 41]",3,1
3641,"[37, 42]",4,1
3642,"[37, 43]",3,1
3643,"[37, 44]",4,1
3644,"[37, 45]",6,1
3645,"[37, 46]",3,1
3646,"[37, 47]",5,1
3647,"[37, 48]",5,1
3648,"[37, 49]",3,1
3649,"[37, 50]",5,1
3650,"[37, 51]",6,1
3651,"[37, 52]",4,1
3652,"[37, 53]",4,1
3653,"[37, 54]",5,1
3654,"[37, 55]",3,1
3655,"[37, 56]",4,1
3656,"[37, 57]",6,1
3657,"[37, 58]",5,1
3658,"[37, 59]",5,1
3659,"[37, 60]",7,1
3660,"[37, 61]",6,1
3661,"[37, 62]",4,1
3662,"[37, 63]",6,1
3663,"[37, 64]",6,1
3664,"[37, 65]",4,1
3665,"[37, 66]",7,1
3666,"[37, 67]",5,1
3667,"[37, 68]",4,1
3668,"[37, 69]",5,1
3669,"[37, 70]",4,1
3670,"[37, 71]",4,1
3671,"[37, 72]",4,1
3672,"[37, 73]",3,1
3673,"[37, 74]",1,37
3674,"[37, 75]",2,1
3675,"[37, 76]",3,1
3676,"[37, 77]",3,1
3677,"[37, 78]",3,1
3678,"[37, 79]",4,1
3679,"[37, 80]",3,1
3680,"[37, 81]",4,1
3681,"[37, 82]",6,1
3682,"[37, 83]",3,1
3683,"[37, 84]",5,1
3684,"[37, 85]",5,1
3685,"[37, 86]",3,1
3686,"[37, 87]",5,1
3687,"[37, 88]",6,1
3688,"[37, 89]",4,1
3689,"[37, 90]",4,1
3690,"[37, 91]",5,1
3691,"[37, 92]",3,1
3692,"[37, 93]",4,1
3693,"[37, 94]",6,1
3694,"[37, 95]",5,1
3695,"[37, 96]",5,1
3696,"[37, 97]",7,1
3697,"[37, 98]",6,1
3698,"[37, 99]",4,1
3699,"[37, 100]",6,1
3700,"[38, 1]",1,1
3701,"[38, 2]",1,2
3702,"[38, 3]",3,1
3703,"[38, 4]",2,2
3704,"[38, 5]",4,1
3705,"[38, 6]",2,2
3706,"[38, 7]",3,1
3707,"[38, 8]",3,2
3708,"[38, 9]",3,1
3709,"[38, 10]",3,2
3710,"[38, 11]",3,1
3711,"[38, 12]",2,2
3712,"[38, 13]",3,1
3713,"[38, 14]",4,2
3714,"[38, 15]",4,1
3715,"[38, 16]",4,2
3716,"[38, 17]",3,1
3717,"[38, 18]",2,2
3718,"[38, 19]",1,19
3719,"[38, 20]",3,2
3720,"[38, 21]",4,1
3721,"[38, 22]",5,2
3722,"[38, 23]",5,1
3723,"[38, 24]",5,2
3724,"[38, 25]",4,1
3725,"[38, 26]",3,2
3726,"[38, 27]",4,1
3727,"[38, 28]",4,2
3728,"[38, 29]",4,1
3729,"[38, 30]",4,2
3730,"[38, 31]",4,1
3731,"[38, 32]",3,2
3732,"[38, 33]",5,1
3733,"[38, 34]",3,2
3734,"[38, 35]",4,1
3735,"[38, 36]",2,2
3736,"[38, 37]",2,1
3737,"[38, 38]",1,38
3738,"[38, 39]",2,1
3739,"[38, 40]",2,2
3740,"[38, 41]",4,1
3741,"[38, 42]",3,2
3742,"[38, 43]",5,1
3743,"[38, 44]",3,2
3744,"[38, 45]",4,1
3745,"[38, 46]",4,2
3746,"[38, 47]",4,1
3747,"[38, 48]",4,2
3748,"[38, 49]",4,1
3749,"[38, 50]",3,2
3750,"[38, 51]",4,1
3751,"[38, 52]",5,2
3752,"[38, 53]",5,1
3753,"[38, 54]",5,2
3754,"[38, 55]",4,1
3755,"[38, 56]",3,2
3756,"[38, 57]",2,19
3757,"[38, 58]",4,2
3758,"[38, 59]",5,1
3759,"[38, 60]",6,2
3760,"[38, 61]",6,1
3761,"[38, 62]",6,2
3762,"[38, 63]",5,1
3763,"[38, 64]",4,2
3764,"[38, 65]",5,1
3765,"[38, 66]",5,2
3766,"[38, 67]",5,1
3767,"[38, 68]",5,2
3768,"[38, 69]",5,1
3769,"[38, 70]",4,2
3770,"[38, 71]",6,1
3771,"[38, 72]",4,2
3772,"[38, 73]",5,1
3773,"[38, 74]",3,2
3774,"[38, 75]",3,1
3775,"[38, 76]",1,38
3776,"[38, 77]",2,1
3777,"[38, 78]",2,2
3778,"[38, 79]",4,1
3779,"[38, 80]",3,2
3780,"[38, 81]",5,1
3781,"[38, 82]",3,2
3782,"[38, 83]",4,1
3783,"[38, 84]",4,2
3784,"[38, 85]",4,1
3785,"[38, 86]",4,2
3786,"[38, 87]",4,1
3787,"[38, 88]",3,2
3788,"[38, 89]",4,1
3789,"[38, 90]",5,2
3790,"[38, 91]",5,1
3791,"[38, 92]",5,2
3792,"[38, 93]",4,1
3793,"[38, 94]",3,2
3794,"[38, 95]",2,19
3795,"[38, 96]",4,2
3796,"[38, 97]",5,1
3797,"[38, 98]",6,2
3798,"[38, 99]",6,1
3799,"[38, 100]",6,2
3800,"[39, 1]",1,1
3801,"[39, 2]",2,1
3802,"[39, 3]",1,3
3803,"[39, 4]",3,1
3804,"[39, 5]",3,1
3805,"[39, 6]",2,3
3806,"[39, 7]",4,1
3807,"[39, 8]",3,1
3808,"[39, 9]",2,3
3809,"[39, 10]",3,1
3810,"[39, 11]",4,1
3811,"[39, 12]",2,3
3812,"[39, 13]",1,13
3813,"[39, 14]",5,1
3814,"[39, 15]",4,3
3815,"[39, 16]",4,1
3816,"[39, 17]",4,1
3817,"[39, 18]",2,3
3818,"[39, 19]",2,1
3819,"[39, 20]",3,1
3820,"[39, 21]",3,3
3821,"[39, 22]",5,1
3822,"[39, 23]",5,1
3823,"[39, 24]",5,3
3824,"[39, 25]",6,1
3825,"[39, 26]",2,13
3826,"[39, 27]",3,3
3827,"[39, 28]",5,1
3828,"[39, 29]",4,1
3829,"[39, 30]",3,3
3830,"[39, 31]",4,1
3831,"[39, 32]",5,1
3832,"[39, 33]",3,3
3833,"[39, 34]",4,1
3834,"[39, 35]",4,1
3835,"[39, 36]",2,3
3836,"[39, 37]",3,1
3837,"[39, 38]",2,1
3838,"[39, 39]",1,39
3839,"[39, 40]",2,1
3840,"[39, 41]",3,1
3841,"[39, 42]",2,3
3842,"[39, 43]",4,1
3843,"[39, 44]",4,1
3844,"[39, 45]",3,3
3845,"[39, 46]",5,1
3846,"[39, 47]",4,1
3847,"[39, 48]",3,3
3848,"[39, 49]",4,1
3849,"[39, 50]",5,1
3850,"[39, 51]",3,3
3851,"[39, 52]",2,13
3852,"[39, 53]",6,1
3853,"[39, 54]",5,3
3854,"[39, 55]",5,1
3855,"[39, 56]",5,1
3856,"[39, 57]",3,3
3857,"[39, 58]",3,1
3858,"[39, 59]",4,1
3859,"[39, 60]",4,3
3860,"[39, 61]",6,1
3861,"[39, 62]",6,1
3862,"[39, 63]",6,3
3863,"[39, 64]",7,1
3864,"[39, 65]",3,13
3865,"[39, 66]",4,3
3866,"[39, 67]",6,1
3867,"[39, 68]",5,1
3868,"[39, 69]",4,3
3869,"[39, 70]",5,1
3870,"[39, 71]",6,1
3871,"[39, 72]",4,3
3872,"[39, 73]",5,1
3873,"[39, 74]",5,1
3874,"[39, 75]",3,3
3875,"[39, 76]",4,1
3876,"[39, 77]",3,1
3877,"[39, 78]",1,39
3878,"[39, 79]",2,1
3879,"[39, 80]",3,1
3880,"[39, 81]",2,3
3881,"[39, 82]",4,1
3882,"[39, 83]",4,1
3883,"[39, 84]",3,3
3884,"[39, 85]",5,1
3885,"[39, 86]",4,1
3886,"[39, 87]",3,3
3887,"[39, 88]",4,1
3888,"[39, 89]",5,1
3889,"[39, 90]",3,3
3890,"[39, 91]",2,13
3891,"[39, 92]",6,1
3892,"[39, 93]",5,3
3893,"[39, 94]",5,1
3894,"[39, 95]",5,1
3895,"[39, 96]",3,3
3896,"[39, 97]",3,1
3897,"[39, 98]",4,1
3898,"[39, 99]",4,3
3899,"[39, 100]",6,1
3900,"[40, 1]",1,1
3901,"[40, 2]",1,2
3902,"[40, 3]",2,1
3903,"[40, 4]",1,4
3904,"[40, 5]",1,5
3905,"[40, 6]",3,2
3906,"[40, 7]",4,1
3907,"[40, 8]",1,8
3908,"[40, 9]",3,1
3909,"[40, 10]",1,10
3910,"[40, 11]",5,1
3911,"[40, 12]",2,4
3912,"[40, 13]",2,1
3913,"[40, 14]",3,2
3914,"[40, 15]",3,5
3915,"[40, 16]",2,8
3916,"[40, 17]",4,1
3917,"[40, 18]",3,2
3918,"[40, 19]",3,1
3919,"[40, 20]",1,20
3920,"[40, 21]",4,1
3921,"[40, 22]",4,2
3922,"[40, 23]",5,1
3923,"[40, 24]",3,8
3924,"[40, 25]",4,5
3925,"[40, 26]",4,2
3926,"[40, 27]",3,1
3927,"[40, 28]",3,4
3928,"[40, 29]",6,1
3929,"[40, 30]",2,10
3930,"[40, 31]",4,1
3931,"[40, 32]",2,8
3932,"[40, 33]",5,1
3933,"[40, 34]",4,2
3934,"[40, 35]",2,5
3935,"[40, 36]",2,4
3936,"[40, 37]",3,1
3937,"[40, 38]",2,2
3938,"[40, 39]",2,1
3939,"[40, 40]",1,40
3940,"[40, 41]",2,1
3941,"[40, 42]",2,2
3942,"[40, 43]",3,1
3943,"[40, 44]",2,4
3944,"[40, 45]",2,5
3945,"[40, 46]",4,2
3946,"[40, 47]",5,1
3947,"[40, 48]",2,8
3948,"[40, 49]",4,1
3949,"[40, 50]",2,10
3950,"[40, 51]",6,1
3951,"[40, 52]",3,4
3952,"[40, 53]",3,1
3953,"[40, 54]",4,2
3954,"[40, 55]",4,5
3955,"[40, 56]",3,8
3956,"[40, 57]",5,1
3957,"[40, 58]",4,2
3958,"[40, 59]",4,1
3959,"[40, 60]",2,20
3960,"[40, 61]",5,1
3961,"[40, 62]",5,2
3962,"[40, 63]",6,1
3963,"[40, 64]",4,8
3964,"[40, 65]",5,5
3965,"[40, 66]",5,2
3966,"[40, 67]",4,1
3967,"[40, 68]",4,4
3968,"[40, 69]",7,1
3969,"[40, 70]",3,10
3970,"[40, 71]",5,1
3971,"[40, 72]",3,8
3972,"[40, 73]",6,1
3973,"[40, 74]",5,2
3974,"[40, 75]",3,5
3975,"[40, 76]",3,4
3976,"[40, 77]",4,1
3977,"[40, 78]",3,2
3978,"[40, 79]",3,1
3979,"[40, 80]",1,40
3980,"[40, 81]",2,1
3981,"[40, 82]",2,2
3982,"[40, 83]",3,1
3983,"[40, 84]",2,4
3984,"[40, 85]",2,5
3985,"[40, 86]",4,2
3986,"[40, 87]",5,1
3987,"[40, 88]",2,8
3988,"[40, 89]",4,1
3989,"[40, 90]",2,10
3990,"[40, 91]",6,1
3991,"[40, 92]",3,4
3992,"[40, 93]",3,1
3993,"[40, 94]",4,2
3994,"[40, 95]",4,5
3995,"[40, 96]",3,8
3996,"[40, 97]",5,1
3997,"[40, 98]",4,2
3998,"[40, 99]",4,1
3999,"[40, 100]",2,20
4000,"[41, 1]",1,1
4001,"[41, 2]",2,1
4002,"[41, 3]",3,1
4003,"[41, 4]",2,1
4004,"[41, 5]",2,1
4005,"[41, 6]",3,1
4006,"[41, 7]",3,1
4007,"[41, 8]",2,1
4008,"[41, 9]",4,1
4009,"[41, 10]",2,1
4010,"[41, 11]",5,1
4011,"[41, 12]",4,1
4012,"[41, 13]",3,1
4013,"[41, 14]",3,1
4014,"[41, 15]",5,1
4015,"[41, 16]",5,1
4016,"[41, 17]",4,1
4017,"[41, 18]",5,1
4018,"[41, 19]",3,1
4019,"[41, 20]",2,1
4020,"[41, 21]",3,1
4021,"[41, 22]",4,1
4022,"[41, 23]",6,1
4023,"[41, 24]",5,1
4024,"[41, 25]",6,1
4025,"[41, 26]",6,1
4026,"[41, 27]",4,1
4027,"[41, 28]",4,1
4028,"[41, 29]",5,1
4029,"[41, 30]",6,1
4030,"[41, 31]",3,1
4031,"[41, 32]",5,1
4032,"[41, 33]",3,1
4033,"[41, 34]",4,1
4034,"[41, 35]",4,1
4035,"[41, 36]",3,1
4036,"[41, 37]",3,1
4037,"[41, 38]",4,1
4038,"[41, 39]",3,1
4039,"[41, 40]",2,1
4040,"[41, 41]",1,41
4041,"[41, 42]",2,1
4042,"[41, 43]",3,1
4043,"[41, 44]",4,1
4044,"[41, 45]",3,1
4045,"[41, 46]",3,1
4046,"[41, 47]",4,1
4047,"[41, 48]",4,1
4048,"[41, 49]",3,1
4049,"[41, 50]",5,1
4050,"[41, 51]",3,1
4051,"[41, 52]",6,1
4052,"[41, 53]",5,1
4053,"[41, 54]",4,1
4054,"[41, 55]",4,1
4055,"[41, 56]",6,1
4056,"[41, 57]",6,1
4057,"[41, 58]",5,1
4058,"[41, 59]",6,1
4059,"[41, 60]",4,1
4060,"[41, 61]",3,1
4061,"[41, 62]",4,1
4062,"[41, 63]",5,1
4063,"[41, 64]",7,1
4064,"[41, 65]",6,1
4065,"[41, 66]",7,1
4066,"[41, 67]",7,1
4067,"[41, 68]",5,1
4068,"[41, 69]",5,1
4069,"[41, 70]",6,1
4070,"[41, 71]",7,1
4071,"[41, 72]",4,1
4072,"[41, 73]",6,1
4073,"[41, 74]",4,1
4074,"[41, 75]",5,1
4075,"[41, 76]",5,1
4076,"[41, 77]",4,1
4077,"[41, 78]",4,1
4078,"[41, 79]",5,1
4079,"[41, 80]",4,1
4080,"[41, 81]",3,1
4081,"[41, 82]",1,41
4082,"[41, 83]",2,1
4083,"[41, 84]",3,1
4084,"[41, 85]",4,1
4085,"[41, 86]",3,1
4086,"[41, 87]",3,1
4087,"[41, 88]",4,1
4088,"[41, 89]",4,1
4089,"[41, 90]",3,1
4090,"[41, 91]",5,1
4091,"[41, 92]",3,1
4092,"[41, 93]",6,1
4093,"[41, 94]",5,1
4094,"[41, 95]",4,1
4095,"[41, 96]",4,1
4096,"[41, 97]",6,1
4097,"[41, 98]",6,1
4098,"[41, 99]",5,1
4099,"[41, 100]",6,1
4100,"[42, 1]",1,1
4101,"[42, 2]",1,2
4102,"[42, 3]",1,3
4103,"[42, 4]",2,2
4104,"[42, 5]",3,1
4105,"[42, 6]",1,6
4106,"[42, 7]",1,7
4107,"[42, 8]",2,2
4108,"[42, 9]",3,3
4109,"[42, 10]",2,2
4110,"[42, 11]",4,1
4111,"[42, 12]",2,6
4112,"[42, 13]",3,1
4113,"[42, 14]",1,14
4114,"[42, 15]",3,3
4115,"[42, 16]",5,2
4116,"[42, 17]",3,1
4117,"[42, 18]",2,6
4118,"[42, 19]",4,1
4119,"[42, 20]",2,2
4120,"[42, 21]",1,21
4121,"[42, 22]",3,2
4122,"[42, 23]",5,1
4123,"[42, 24]",3,6
4124,"[42, 25]",4,1
4125,"[42, 26]",6,2
4126,"[42, 27]",4,3
4127,"[42, 28]",2,14
4128,"[42, 29]",4,1
4129,"[42, 30]",3,6
4130,"[42, 31]",5,1
4131,"[42, 32]",3,2
4132,"[42, 33]",4,3
4133,"[42, 34]",3,2
4134,"[42, 35]",2,7
4135,"[42, 36]",2,6
4136,"[42, 37]",4,1
4137,"[42, 38]",3,2
4138,"[42, 39]",2,3
4139,"[42, 40]",2,2
4140,"[42, 41]",2,1
4141,"[42, 42]",1,42
4142,"[42, 43]",2,1
4143,"[42, 44]",2,2
4144,"[42, 45]",2,3
4145,"[42, 46]",3,2
4146,"[42, 47]",4,1
4147,"[42, 48]",2,6
4148,"[42, 49]",2,7
4149,"[42, 50]",3,2
4150,"[42, 51]",4,3
4151,"[42, 52]",3,2
4152,"[42, 53]",5,1
4153,"[42, 54]",3,6
4154,"[42, 55]",4,1
4155,"[42, 56]",2,14
4156,"[42, 57]",4,3
4157,"[42, 58]",6,2
4158,"[42, 59]",4,1
4159,"[42, 60]",3,6
4160,"[42, 61]",5,1
4161,"[42, 62]",3,2
4162,"[42, 63]",2,21
4163,"[42, 64]",4,2
4164,"[42, 65]",6,1
4165,"[42, 66]",4,6
4166,"[42, 67]",5,1
4167,"[42, 68]",7,2
4168,"[42, 69]",5,3
4169,"[42, 70]",3,14
4170,"[42, 71]",5,1
4171,"[42, 72]",4,6
4172,"[42, 73]",6,1
4173,"[42, 74]",4,2
4174,"[42, 75]",5,3
4175,"[42, 76]",4,2
4176,"[42, 77]",3,7
4177,"[42, 78]",3,6
4178,"[42, 79]",5,1
4179,"[42, 80]",4,2
4180,"[42, 81]",3,3
4181,"[42, 82]",3,2
4182,"[42, 83]",3,1
4183,"[42, 84]",1,42
4184,"[42, 85]",2,1
4185,"[42, 86]",2,2
4186,"[42, 87]",2,3
4187,"[42, 88]",3,2
4188,"[42, 89]",4,1
4189,"[42, 90]",2,6
4190,"[42, 91]",2,7
4191,"[42, 92]",3,2
4192,"[42, 93]",4,3
4193,"[42, 94]",3,2
4194,"[42, 95]",5,1
4195,"[42, 96]",3,6
4196,"[42, 97]",4,1
4197,"[42, 98]",2,14
4198,"[42, 99]",4,3
4199,"[42, 100]",6,2
4200,"[43, 1]",1,1
4201,"[43, 2]",2,1
4202,"[43, 3]",2,1
4203,"[43, 4]",3,1
4204,"[43, 5]",4,1
4205,"[43, 6]",2,1
4206,"[43, 7]",2,1
4207,"[43, 8]",4,1
4208,"[43, 9]",4,1
4209,"[43, 10]",3,1
4210,"[43, 11]",3,1
4211,"[43, 12]",5,1
4212,"[43, 13]",3,1
4213,"[43, 14]",2,1
4214,"[43, 15]",4,1
4215,"[43, 16]",4,1
4216,"[43, 17]",4,1
4217,"[43, 18]",5,1
4218,"[43, 19]",4,1
4219,"[43, 20]",4,1
4220,"[43, 21]",2,1
4221,"[43, 22]",3,1
4222,"[43, 23]",5,1
4223,"[43, 24]",5,1
4224,"[43, 25]",6,1
4225,"[43, 26]",5,1
4226,"[43, 27]",5,1
4227,"[43, 28]",5,1
4228,"[43, 29]",3,1
4229,"[43, 30]",4,1
4230,"[43, 31]",6,1
4231,"[43, 32]",4,1
4232,"[43, 33]",4,1
4233,"[43, 34]",5,1
4234,"[43, 35]",5,1
4235,"[43, 36]",3,1
4236,"[43, 37]",3,1
4237,"[43, 38]",5,1
4238,"[43, 39]",4,1
4239,"[43, 40]",3,1
4240,"[43, 41]",3,1
4241,"[43, 42]",2,1
4242,"[43, 43]",1,43
4243,"[43, 44]",2,1
4244,"[43, 45]",3,1
4245,"[43, 46]",3,1
4246,"[43, 47]",4,1
4247,"[43, 48]",5,1
4248,"[43, 49]",3,1
4249,"[43, 50]",3,1
4250,"[43, 51]",5,1
4251,"[43, 52]",5,1
4252,"[43, 53]",4,1
4253,"[43, 54]",4,1
4254,"[43, 55]",6,1
4255,"[43, 56]",4,1
4256,"[43, 57]",3,1
4257,"[43, 58]",5,1
4258,"[43, 59]",5,1
4259,"[43, 60]",5,1
4260,"[43, 61]",6,1
4261,"[43, 62]",5,1
4262,"[43, 63]",5,1
4263,"[43, 64]",3,1
4264,"[43, 65]",4,1
4265,"[43, 66]",6,1
4266,"[43, 67]",6,1
4267,"[43, 68]",7,1
4268,"[43, 69]",6,1
4269,"[43, 70]",6,1
4270,"[43, 71]",6,1
4271,"[43, 72]",4,1
4272,"[43, 73]",5,1
4273,"[43, 74]",7,1
4274,"[43, 75]",5,1
4275,"[43, 76]",5,1
4276,"[43, 77]",6,1
4277,"[43, 78]",6,1
4278,"[43, 79]",4,1
4279,"[43, 80]",4,1
4280,"[43, 81]",6,1
4281,"[43, 82]",5,1
4282,"[43, 83]",4,1
4283,"[43, 84]",4,1
4284,"[43, 85]",3,1
4285,"[43, 86]",1,43
4286,"[43, 87]",2,1
4287,"[43, 88]",3,1
4288,"[43, 89]",3,1
4289,"[43, 90]",4,1
4290,"[43, 91]",5,1
4291,"[43, 92]",3,1
4292,"[43, 93]",3,1
4293,"[43, 94]",5,1
4294,"[43, 95]",5,1
4295,"[43, 96]",4,1
4296,"[43, 97]",4,1
4297,"[43, 98]",6,1
4298,"[43, 99]",4,1
4299,"[43, 100]",3,1
4300,"[44, 1]",1,1
4301,"[44, 2]",1,2
4302,"[44, 3]",3,1
4303,"[44, 4]",1,4
4304,"[44, 5]",3,1
4305,"[44, 6]",2,2
4306,"[44, 7]",3,1
4307,"[44, 8]",2,4
4308,"[44, 9]",3,1
4309,"[44, 10]",3,2
4310,"[44, 11]",1,11
4311,"[44, 12]",3,4
4312,"[44, 13]",5,1
4313,"[44, 14]",2,2
4314,"[44, 15]",3,1
4315,"[44, 16]",3,4
4316,"[44, 17]",5,1
4317,"[44, 18]",3,2
4318,"[44, 19]",3,1
4319,"[44, 20]",2,4
4320,"[44, 21]",3,1
4321,"[44, 22]",1,22
4322,"[44, 23]",4,1
4323,"[44, 24]",3,4
4324,"[44, 25]",4,1
4325,"[44, 26]",4,2
4326,"[44, 27]",6,1
4327,"[44, 28]",4,4
4328,"[44, 29]",4,1
4329,"[44, 30]",3,2
4330,"[44, 31]",6,1
4331,"[44, 32]",4,4
4332,"[44, 33]",2,11
4333,"[44, 34]",4,2
4334,"[44, 35]",4,1
4335,"[44, 36]",3,4
4336,"[44, 37]",4,1
4337,"[44, 38]",3,2
4338,"[44, 39]",4,1
4339,"[44, 40]",2,4
4340,"[44, 41]",4,1
4341,"[44, 42]",2,2
4342,"[44, 43]",2,1
4343,"[44, 44]",1,44
4344,"[44, 45]",2,1
4345,"[44, 46]",2,2
4346,"[44, 47]",4,1
4347,"[44, 48]",2,4
4348,"[44, 49]",4,1
4349,"[44, 50]",3,2
4350,"[44, 51]",4,1
4351,"[44, 52]",3,4
4352,"[44, 53]",4,1
4353,"[44, 54]",4,2
4354,"[44, 55]",2,11
4355,"[44, 56]",4,4
4356,"[44, 57]",6,1
4357,"[44, 58]",3,2
4358,"[44, 59]",4,1
4359,"[44, 60]",4,4
4360,"[44, 61]",6,1
4361,"[44, 62]",4,2
4362,"[44, 63]",4,1
4363,"[44, 64]",3,4
4364,"[44, 65]",4,1
4365,"[44, 66]",2,22
4366,"[44, 67]",5,1
4367,"[44, 68]",4,4
4368,"[44, 69]",5,1
4369,"[44, 70]",5,2
4370,"[44, 71]",7,1
4371,"[44, 72]",5,4
4372,"[44, 73]",5,1
4373,"[44, 74]",4,2
4374,"[44, 75]",7,1
4375,"[44, 76]",5,4
4376,"[44, 77]",3,11
4377,"[44, 78]",5,2
4378,"[44, 79]",5,1
4379,"[44, 80]",4,4
4380,"[44, 81]",5,1
4381,"[44, 82]",4,2
4382,"[44, 83]",5,1
4383,"[44, 84]",3,4
4384,"[44, 85]",5,1
4385,"[44, 86]",3,2
4386,"[44, 87]",3,1
4387,"[44, 88]",1,44
4388,"[44, 89]",2,1
4389,"[44, 90]",2,2
